Objects
200
,,Global Angle firefly_blue:firefly_blue,,,,,,Global Angle testBalls:testBalls,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1447,0,,,,,,,-0.0408631,0.0121914,-1.5063,-809.816,-785.24,51.4234
1448,0,,,,,,,-0.0366472,0.0134514,-1.50518,-809.819,-785.282,51.5698
1449,0,,,,,,,-0.0343518,0.0144882,-1.50541,-809.878,-785.357,51.6469
1450,0,,,,,,,-0.0341996,0.0145583,-1.50482,-809.904,-785.291,51.6325
1451,0,,,,,,,-0.0358634,0.0140797,-1.50525,-809.913,-785.253,51.6234
1452,0,,,,,,,-0.0377734,0.0121625,-1.50468,-809.88,-785.284,51.5566
1453,0,,,,,,,-0.0383464,0.0129234,-1.50469,-809.87,-785.316,51.5126
1454,0,,,,,,,-0.0382242,0.0124461,-1.50505,-809.862,-785.305,51.5268
1455,0,,,,,,,-0.0389172,0.0116616,-1.50488,-809.838,-785.457,51.508
1456,0,,,,,,,-0.0390492,0.0125367,-1.50503,-809.842,-785.422,51.4703
1457,0,,,,,,,-0.0378572,0.0136979,-1.50565,-809.858,-785.335,51.4076
1458,0,,,,,,,-0.0405663,0.0107418,-1.50672,-809.87,-785.281,51.362
1459,0,,,,,,,-0.0395842,0.0122906,-1.50605,-809.846,-785.227,51.4262
1460,0,,,,,,,-0.0362809,0.0136489,-1.50523,-809.872,-785.206,51.5126
1461,0,,,,,,,-0.0351386,0.0126206,-1.50472,-809.864,-785.28,51.58
1462,0,,,,,,,-0.0330297,0.0162919,-1.50478,-809.901,-785.281,51.618
1463,0,,,,,,,-0.0346056,0.0156631,-1.5044,-809.937,-785.304,51.6062
1464,0,,,,,,,-0.0355655,0.0137128,-1.50477,-809.904,-785.353,51.4982
1465,0,,,,,,,-0.0389577,0.0121457,-1.50494,-809.91,-785.275,51.4395
1466,0,,,,,,,-0.0401622,0.0115725,-1.50501,-809.885,-785.304,51.3754
1467,0,,,,,,,-0.0420224,0.0104349,-1.50514,-809.844,-785.404,51.4637
1468,0,,,,,,,-0.0400512,0.0115287,-1.5058,-809.8,-785.413,51.5302
1469,0,,,,,,,-0.0375179,0.0130668,-1.50599,-809.818,-785.355,51.5559
1470,0,,,,,,,-0.0377708,0.014334,-1.50559,-809.793,-785.376,51.6152
1471,0,,,,,,,-0.0381592,0.0140348,-1.50562,-809.823,-785.3,51.6262
1472,0,,,,,,,-0.0347712,0.0160622,-1.505,-809.866,-785.185,51.6078
1473,0,,,,,,,-0.0377575,0.0138158,-1.50465,-809.873,-785.237,51.5794
1474,0,,,,,,,-0.0381715,0.0127317,-1.50445,-809.901,-785.286,51.5716
1475,0,,,,,,,-0.0355939,0.0143552,-1.50416,-809.846,-785.38,51.6044
1476,0,,,,,,,-0.0352353,0.0137064,-1.50481,-809.874,-785.447,51.5924
1477,0,,,,,,,-0.0367244,0.013742,-1.50535,-809.82,-785.406,51.5625
1478,0,,,,,,,-0.0396285,0.0123133,-1.5058,-809.822,-785.338,51.4129
1479,0,,,,,,,-0.0421124,0.0106227,-1.50604,-809.835,-785.323,51.3188
1480,0,,,,,,,-0.040995,0.010852,-1.50545,-809.834,-785.272,51.3638
1481,0,,,,,,,-0.0351663,0.0129096,-1.50516,-809.848,-785.303,51.4332
1482,0,,,,,,,-0.0375006,0.0144049,-1.50565,-809.85,-785.333,51.6861
1483,0,,,,,,,-0.0374166,0.015406,-1.50534,-809.879,-785.268,51.7055
1484,0,,,,,,,-0.0367518,0.0137786,-1.50451,-809.876,-785.219,51.5205
1485,0,,,,,,,-0.0388185,0.0110517,-1.50492,-809.914,-785.141,51.3714
1486,0,,,,,,,-0.0396927,0.0111925,-1.50432,-809.877,-785.238,51.4475
1487,0,,,,,,,-0.0362415,0.0128565,-1.50429,-809.847,-785.317,51.5704
1488,0,,,,,,,-0.0356454,0.0143381,-1.5046,-809.884,-785.4,51.6232
1489,0,,,,,,,-0.037326,0.0123916,-1.50505,-809.852,-785.385,51.5266
1490,0,,,,,,,-0.0395679,0.0112756,-1.50447,-809.886,-785.216,51.3658
1491,0,,,,,,,-0.0424646,0.0108794,-1.50562,-809.868,-785.123,51.2887
1492,0,,,,,,,-0.038933,0.012517,-1.50573,-809.888,-785.053,51.3324
1493,0,,,,,,,-0.0343056,0.0157913,-1.50476,-809.864,-785.12,51.513
1494,0,,,,,,,-0.032212,0.0171119,-1.50433,-809.906,-785.13,51.635
1495,0,,,,,,,-0.0345453,0.0172762,-1.50413,-809.904,-785.077,51.6704
1496,0,,,,,,,-0.0350308,0.016469,-1.50433,-809.918,-785.005,51.5321
1497,0,,,,,,,-0.0362639,0.0147535,-1.5043,-809.938,-784.971,51.4524
1498,0,,,,,,,-0.0378826,0.0134366,-1.50501,-809.868,-785.362,51.5442
1499,0,,,,,,,-0.0363036,0.0146342,-1.50497,-809.884,-785.386,51.5513
1500,0,,,,,,,-0.0381675,0.0133023,-1.50483,-809.867,-785.452,51.5881
1501,0,,,,,,,-0.0375401,0.0137,-1.50522,-809.862,-785.434,51.5802
1502,0,,,,,,,-0.0394085,0.0128499,-1.50574,-809.856,-785.367,51.5642
1503,0,,,,,,,-0.0390193,0.0124266,-1.50553,-809.808,-785.287,51.4276
1504,0,,,,,,,-0.0406404,0.013165,-1.50651,-809.847,-785.158,51.4191
1505,0,,,,,,,-0.0378344,0.0123761,-1.50513,-809.848,-785.232,51.4659
1506,0,,,,,,,-0.0367013,0.0145601,-1.5048,-809.855,-785.317,51.6864
1507,0,,,,,,,-0.0345994,0.0160287,-1.50424,-809.913,-785.283,51.7993
1508,0,,,,,,,-0.0345025,0.014415,-1.50436,-809.908,-785.324,51.7126
1509,0,,,,,,,-0.0350005,0.0142015,-1.50354,-809.871,-785.317,51.5734
1510,0,,,,,,,-0.0374722,0.0115054,-1.50458,-809.88,-785.264,51.3321
1511,0,,,,,,,-0.0418228,0.0107611,-1.50445,-809.855,-785.254,51.3051
1512,0,,,,,,,-0.0405934,0.010905,-1.50515,-809.819,-785.358,51.3781
1513,0,,,,,,,-0.0406519,0.0107684,-1.50552,-809.836,-785.419,51.5032
1514,0,,,,,,,-0.0372531,0.0135732,-1.50604,-809.825,-785.396,51.5472
1515,0,,,,,,,-0.0372765,0.0155468,-1.50653,-809.839,-785.295,51.5529
1516,0,,,,,,,-0.0242603,-0.0157891,-1.48142,-808.635,-784.062,52.329
1517,0,,,,,,,-0.0213077,-0.0189961,-1.47891,-808.899,-784.372,52.3335
1518,0,,,,,,,-0.0234235,-0.013474,-1.48307,-808.68,-784.052,52.4131
1519,0,,,,,,,-0.0209845,-0.0151507,-1.47971,-808.696,-784.017,52.3587
1520,0,,,,,,,-0.0252818,-0.0148889,-1.48073,-808.917,-784.367,52.4956
1521,0,,,,,,,-0.0278311,-0.0147089,-1.48166,-809.272,-784.788,52.3437
1522,0,,,,,,,-0.0413714,-0.0123356,-1.49653,-809.751,-785.016,52.2936
1523,0,,,,,,,-0.0435497,-0.012966,-1.49686,-809.736,-784.903,52.2737
1524,0,,,,,,,-0.0429177,-0.0137367,-1.49631,-809.643,-784.948,52.2399
1525,0,,,,,,,-0.0424513,-0.0117612,-1.49649,-809.683,-784.93,52.2658
1526,0,,,,,,,-0.0385264,-0.00940565,-1.49624,-809.652,-784.907,52.2966
1527,0,,,,,,,-0.0375827,-0.00763258,-1.49745,-809.765,-785.004,52.3147
1528,0,,,,,,,-0.0397399,-0.00605977,-1.49851,-809.792,-785.05,52.2628
1529,0,,,,,,,-0.0425223,-0.00524584,-1.50014,-809.906,-785.057,52.1225
1530,0,,,,,,,-0.0472308,-0.00371896,-1.50168,-809.953,-785.173,51.9514
1531,0,,,,,,,-0.0484237,0.00278899,-1.50364,-810.101,-785.262,51.8061
1532,0,,,,,,,-0.0365832,0.0039402,-1.50302,-809.876,-785.232,51.8902
1533,0,,,,,,,-0.0366949,0.00836954,-1.50454,-809.879,-785.337,51.8753
1534,0,,,,,,,-0.0375183,0.00864435,-1.50476,-809.884,-785.313,51.71
1535,0,,,,,,,-0.0395005,0.00863592,-1.50557,-809.853,-785.245,51.5269
1536,0,,,,,,,-0.0389998,0.0088104,-1.50532,-809.852,-785.2,51.3758
1537,0,,,,,,,-0.0402134,0.0103971,-1.50506,-809.827,-785.233,51.4173
1538,0,,,,,,,-0.0367279,0.0128238,-1.50537,-809.846,-785.285,51.5569
1539,0,,,,,,,-0.0353712,0.0129258,-1.50538,-809.871,-785.327,51.6485
1540,0,,,,,,,-0.0342789,0.0144332,-1.50555,-809.887,-785.295,51.6068
1541,0,,,,,,,-0.0370448,0.0124826,-1.50515,-809.87,-785.265,51.5208
1542,0,,,,,,,-0.0355334,0.011644,-1.50465,-809.87,-785.262,51.4222
1543,0,,,,,,,-0.0370697,0.0116105,-1.50503,-809.851,-785.314,51.449
1544,0,,,,,,,-0.0381121,0.0123218,-1.50574,-809.838,-785.383,51.5056
1545,0,,,,,,,-0.0364736,0.0124451,-1.50526,-809.867,-785.378,51.4416
1546,0,,,,,,,-0.0363614,0.0121937,-1.50494,-809.823,-785.422,51.4954
1547,0,,,,,,,-0.0385894,0.0120267,-1.50548,-809.836,-785.364,51.5044
1548,0,,,,,,,-0.0390897,0.0128484,-1.50506,-809.808,-785.342,51.5329
1549,0,,,,,,,-0.0380023,0.0133743,-1.50605,-809.822,-785.215,51.4676
1550,0,,,,,,,-0.0357278,0.0133205,-1.50558,-809.838,-785.225,51.4098
1551,0,,,,,,,-0.0390533,0.0135248,-1.50541,-809.838,-785.31,51.5603
1552,0,,,,,,,-0.0364135,0.0132897,-1.50521,-809.853,-785.324,51.6115
1553,0,,,,,,,-0.0365559,0.0134287,-1.50449,-809.874,-785.446,51.6861
1554,0,,,,,,,-0.0359652,0.0124981,-1.5039,-809.859,-785.442,51.6503
1555,0,,,,,,,-0.0378339,0.014648,-1.50521,-809.854,-785.356,51.6332
1556,0,,,,,,,-0.0388501,0.0145443,-1.50509,-809.887,-785.307,51.5306
1557,0,,,,,,,-0.0401276,0.0126719,-1.50563,-809.842,-785.315,51.4988
1558,0,,,,,,,-0.0387638,0.0134667,-1.5055,-809.859,-785.337,51.5376
1559,0,,,,,,,-0.0399235,0.0136027,-1.50544,-809.833,-785.394,51.5822
1560,0,,,,,,,-0.0381136,0.0143048,-1.50608,-809.881,-785.314,51.5969
1561,0,,,,,,,-0.0380564,0.0141313,-1.50587,-809.85,-785.312,51.6199
1562,0,,,,,,,-0.0389129,0.0145687,-1.50618,-809.848,-785.222,51.6161
1563,0,,,,,,,-0.0354916,0.014644,-1.50566,-809.862,-785.208,51.5479
1564,0,,,,,,,-0.0378429,0.0133775,-1.50554,-809.841,-785.273,51.5849
1565,0,,,,,,,-0.0361493,0.0151372,-1.5055,-809.893,-785.266,51.6133
1566,0,,,,,,,-0.0361486,0.0159929,-1.50515,-809.874,-785.274,51.708
1567,0,,,,,,,-0.0355672,0.0147583,-1.5056,-809.861,-785.323,51.5924
1568,0,,,,,,,-0.0360173,0.0143262,-1.50498,-809.866,-785.245,51.4762
1569,0,,,,,,,-0.0378847,0.012545,-1.50415,-809.776,-785.395,51.362
1570,0,,,,,,,-0.0416745,0.0120457,-1.50626,-809.817,-785.209,51.3348
1571,0,,,,,,,-0.0383601,0.0126212,-1.50689,-809.787,-785.247,51.2959
1572,0,,,,,,,-0.0380652,0.014195,-1.50672,-809.819,-785.252,51.4665
1573,0,,,,,,,-0.0355395,0.0139063,-1.50612,-809.837,-785.28,51.5713
1574,0,,,,,,,-0.0227651,0.0150908,-1.50336,-809.893,-785.413,51.2969
1575,0,,,,,,,-0.0240812,0.0129524,-1.50308,-809.882,-785.429,51.2205
1576,0,,,,,,,-0.0262179,0.0125186,-1.50222,-809.9,-785.427,51.1428
1577,0,,,,,,,-0.0261827,0.0128993,-1.50306,-809.895,-785.432,51.1562
1578,0,,,,,,,-0.0251879,0.0129057,-1.50294,-809.873,-785.508,51.2197
1579,0,,,,,,,-0.023984,0.015437,-1.50264,-809.914,-785.553,51.3572
1580,0,,,,,,,-0.0260436,0.012264,-1.50308,-809.905,-785.611,51.3683
1581,0,,,,,,,-0.0270651,0.0128018,-1.50382,-809.876,-785.53,51.2682
1582,0,,,,,,,-0.0296944,0.0106052,-1.5036,-809.871,-785.421,51.1296
1583,0,,,,,,,-0.0329487,0.0111316,-1.50439,-809.846,-785.366,51.1373
1584,0,,,,,,,-0.0321414,0.010145,-1.50417,-809.83,-785.395,51.2568
1585,0,,,,,,,-0.0291941,0.0152894,-1.50405,-809.871,-785.386,51.4604
1586,0,,,,,,,-0.0276681,0.0142111,-1.50472,-809.872,-785.406,51.5993
1587,0,,,,,,,-0.0295739,0.0152174,-1.50407,-809.88,-785.351,51.6239
1588,0,,,,,,,-0.0347601,0.0116056,-1.50438,-809.872,-785.336,51.5127
1589,0,,,,,,,-0.0357702,0.0120992,-1.5045,-809.867,-785.247,51.4464
1590,0,,,,,,,-0.0387231,0.0117774,-1.50484,-809.845,-785.301,51.486
1591,0,,,,,,,-0.0367673,0.0145626,-1.5045,-809.824,-785.455,51.537
1592,0,,,,,,,-0.0375319,0.0135756,-1.50565,-809.857,-785.395,51.5917
1593,0,,,,,,,-0.036748,0.0127384,-1.50533,-809.852,-785.396,51.551
1594,0,,,,,,,-0.0391851,0.0122213,-1.5064,-809.813,-785.348,51.5084
1595,0,,,,,,,-0.04005,0.0120155,-1.50648,-809.804,-785.212,51.4381
1596,0,,,,,,,-0.0418058,0.0116297,-1.50624,-809.805,-785.182,51.4633
1597,0,,,,,,,-0.0376494,0.0135611,-1.50651,-809.841,-785.131,51.5106
1598,0,,,,,,,-0.0389374,0.0133248,-1.50514,-809.81,-785.344,51.6779
1599,0,,,,,,,-0.0328129,0.0149873,-1.50497,-809.867,-785.302,51.6466
1600,0,,,,,,,-0.0345965,0.0152713,-1.50413,-809.861,-785.391,51.682
1601,0,,,,,,,-0.0374745,0.0130862,-1.50497,-809.821,-785.425,51.5789
1602,0,,,,,,,-0.0413551,0.0111969,-1.50561,-809.83,-785.374,51.4441
1603,0,,,,,,,-0.0415209,0.0117502,-1.50614,-809.824,-785.281,51.3599
1604,0,,,,,,,-0.0405916,0.00992181,-1.50554,-809.785,-785.39,51.3456
1605,0,,,,,,,-0.0383731,0.0127218,-1.50628,-809.807,-785.332,51.4646
1606,0,,,,,,,-0.0365205,0.0130622,-1.50603,-809.815,-785.383,51.5352
1607,0,,,,,,,-0.0372723,0.0143653,-1.5059,-809.833,-785.31,51.5461
1608,0,,,,,,,-0.038183,0.0134581,-1.50596,-809.836,-785.2,51.5557
1609,0,,,,,,,-0.039978,0.0122078,-1.50527,-809.819,-785.239,51.5531
1610,0,,,,,,,-0.0380811,0.0134311,-1.50503,-809.847,-785.219,51.5999
1611,0,,,,,,,-0.036078,0.0132041,-1.50466,-809.889,-785.23,51.6218
1612,0,,,,,,,-0.0346903,0.0141107,-1.50494,-809.881,-785.392,51.6118
1613,0,,,,,,,-0.0349406,0.0142123,-1.50492,-809.867,-785.47,51.6543
1614,0,,,,,,,-0.0374259,0.0120488,-1.50546,-809.846,-785.438,51.5341
1615,0,,,,,,,-0.0407974,0.0114929,-1.50535,-809.781,-785.419,51.4902
1616,0,,,,,,,-0.0420933,0.0116883,-1.50632,-809.786,-785.31,51.416
1617,0,,,,,,,-0.0414362,0.0114287,-1.50622,-809.792,-785.261,51.408
1618,0,,,,,,,-0.0392592,0.0136553,-1.50563,-809.785,-785.297,51.5432
1619,0,,,,,,,-0.0367512,0.0148263,-1.50546,-809.768,-785.37,51.6115
1620,0,,,,,,,-0.0365262,0.0167595,-1.50547,-809.824,-785.296,51.7101
1621,0,,,,,,,-0.0370323,0.0147103,-1.50569,-809.869,-785.271,51.6606
1622,0,,,,,,,-0.0390388,0.0128781,-1.50459,-809.87,-785.254,51.6091
1623,0,,,,,,,-0.0385075,0.0126296,-1.50454,-809.868,-785.277,51.5731
1624,0,,,,,,,-0.034707,0.0130487,-1.50425,-809.83,-785.379,51.525
1625,0,,,,,,,-0.0361058,0.0128747,-1.50515,-809.863,-785.431,51.5156
1626,0,,,,,,,-0.0393233,0.0114465,-1.50586,-809.842,-785.417,51.4581
1627,0,,,,,,,-0.0415608,0.0108488,-1.50597,-809.831,-785.367,51.4166
1628,0,,,,,,,-0.0403851,0.0117112,-1.50567,-809.84,-785.291,51.3888
1629,0,,,,,,,-0.0400556,0.0120352,-1.50654,-809.835,-785.236,51.4642
1630,0,,,,,,,-0.0362282,0.0136994,-1.50554,-809.851,-785.209,51.5232
1631,0,,,,,,,-0.0331598,0.014999,-1.50506,-809.867,-785.15,51.558
1632,0,,,,,,,-0.0331208,0.0157667,-1.50492,-809.859,-785.144,51.5825
1633,0,,,,,,,-0.0370775,0.0145099,-1.50479,-809.822,-785.324,51.6436
1634,0,,,,,,,-0.0377397,0.0125399,-1.50468,-809.813,-785.389,51.6106
1635,0,,,,,,,-0.0391175,0.0132992,-1.50479,-809.837,-785.369,51.6519
1636,0,,,,,,,-0.0389605,0.0140547,-1.50449,-809.823,-785.371,51.6055
1637,0,,,,,,,-0.0393178,0.0123027,-1.50601,-809.84,-785.369,51.517
1638,0,,,,,,,-0.0407364,0.0110064,-1.50593,-809.85,-785.408,51.4404
1639,0,,,,,,,-0.0381231,0.012097,-1.50612,-809.837,-785.334,51.3978
1640,0,,,,,,,-0.0404552,0.0124523,-1.50653,-809.798,-785.305,51.4384
1641,0,,,,,,,-0.0391932,0.012751,-1.50621,-809.792,-785.208,51.4369
1642,0,,,,,,,-0.0375278,0.0143325,-1.50553,-809.825,-785.174,51.5339
1643,0,,,,,,,-0.0348486,0.0155371,-1.50484,-809.857,-785.142,51.6092
1644,0,,,,,,,-0.0323055,0.0172174,-1.50468,-809.876,-785.142,51.6536
1645,0,,,,,,,-0.0334778,0.0158885,-1.50407,-809.902,-785.136,51.5586
1646,0,,,,,,,-0.0363987,0.0134038,-1.50441,-809.919,-785.052,51.3975
1647,0,,,,,,,-0.0359607,0.0130709,-1.50446,-809.882,-785.052,51.2494
1648,0,,,,,,,-0.040297,0.0122131,-1.5045,-809.878,-785.067,51.3219
1649,0,,,,,,,-0.0360429,0.0159541,-1.50521,-809.902,-785.02,51.3461
1650,0,,,,,,,-0.039651,0.0118984,-1.50602,-809.79,-785.452,51.5835
1651,0,,,,,,,-0.0381674,0.0140705,-1.50629,-809.812,-785.342,51.589
1652,0,,,,,,,-0.0384435,0.013609,-1.50576,-809.808,-785.272,51.5315
1653,0,,,,,,,-0.0366043,0.0135702,-1.50518,-809.84,-785.177,51.4798
1654,0,,,,,,,-0.0375834,0.012945,-1.50512,-809.805,-785.201,51.5721
1655,0,,,,,,,-0.0354996,0.0156945,-1.50502,-809.834,-785.206,51.6284
1656,0,,,,,,,-0.0356221,0.0141955,-1.50462,-809.854,-785.296,51.6126
1657,0,,,,,,,-0.0354601,0.015218,-1.5057,-809.874,-785.363,51.671
1658,0,,,,,,,-0.0367971,0.0144105,-1.50486,-809.857,-785.451,51.6647
1659,0,,,,,,,-0.0402714,0.0132114,-1.50546,-809.845,-785.411,51.6271
1660,0,,,,,,,-0.0397395,0.011837,-1.50592,-809.887,-785.348,51.4734
1661,0,,,,,,,-0.0412799,0.0113031,-1.50612,-809.814,-785.3,51.4279
1662,0,,,,,,,-0.038704,0.0122036,-1.50577,-809.819,-785.335,51.4529
1663,0,,,,,,,-0.0361238,0.0147576,-1.50566,-809.828,-785.312,51.5104
1664,0,,,,,,,-0.0338694,0.0147494,-1.50594,-809.821,-785.337,51.5871
1665,0,,,,,,,-0.0359967,0.0162778,-1.5055,-809.855,-785.175,51.6178
1666,0,,,,,,,-0.0349405,0.0143362,-1.50466,-809.866,-785.099,51.4723
1667,0,,,,,,,-0.036897,0.0134015,-1.50496,-809.862,-785.112,51.4415
1668,0,,,,,,,-0.038099,0.0136646,-1.50573,-809.862,-785.227,51.5714
1669,0,,,,,,,-0.0356139,0.0139443,-1.50518,-809.832,-785.384,51.6431
1670,0,,,,,,,-0.0333638,0.0143243,-1.50414,-809.857,-785.441,51.6056
1671,0,,,,,,,-0.0366272,0.012571,-1.50526,-809.853,-785.384,51.4818
1672,0,,,,,,,-0.0374683,0.0133391,-1.5057,-809.818,-785.284,51.3586
1673,0,,,,,,,-0.0413622,0.0115133,-1.50617,-809.821,-785.269,51.3598
1674,0,,,,,,,-0.0371974,0.0131983,-1.50634,-809.842,-785.203,51.3616
1675,0,,,,,,,-0.0355932,0.0132432,-1.50627,-809.821,-785.311,51.4568
1676,0,,,,,,,-0.0354235,0.0143489,-1.50517,-809.807,-785.321,51.6396
1677,0,,,,,,,-0.0337534,0.0145179,-1.50513,-809.823,-785.311,51.6139
1678,0,,,,,,,-0.0361269,0.012437,-1.50506,-809.812,-785.353,51.5644
1679,0,,,,,,,-0.0356508,0.0139855,-1.50421,-809.896,-785.147,51.4092
1680,0,,,,,,,-0.0343687,0.0144817,-1.50448,-809.881,-785.188,51.3536
1681,0,,,,,,,-0.0247856,-0.0166937,-1.481,-808.736,-784.053,52.3409
1682,0,,,,,,,-0.0231596,-0.0173134,-1.47965,-808.731,-784.193,52.3144
1683,0,,,,,,,-0.0156108,-0.0125446,-1.48216,-809.091,-784.758,51.8364
1684,0,,,,,,,-0.0287899,-0.00586907,-1.49699,-809.803,-785.179,51.645
1685,0,,,,,,,-0.0278211,-0.00802762,-1.49617,-809.759,-785.109,51.6047
1686,0,,,,,,,-0.0268988,-0.0046813,-1.49676,-809.783,-785.056,51.6566
1687,0,,,,,,,-0.0260585,-0.00557971,-1.49478,-809.719,-785.042,51.8162
1688,0,,,,,,,-0.0243029,-0.00416561,-1.49574,-809.815,-785.051,51.8913
1689,0,,,,,,,-0.0229919,-0.00127378,-1.49547,-809.831,-785.016,51.8448
1690,0,,,,,,,-0.0231403,-0.00141517,-1.49538,-809.879,-784.9,51.7516
1691,0,,,,,,,-0.025538,-0.00184953,-1.49726,-809.909,-784.854,51.6444
1692,0,,,,,,,-0.0268899,0.00175051,-1.49928,-809.923,-784.838,51.5584
1693,0,,,,,,,-0.0296612,0.00140203,-1.50097,-809.886,-785.266,51.5594
1694,0,,,,,,,-0.0323438,0.00475432,-1.50313,-809.897,-785.248,51.5684
1695,0,,,,,,,-0.0333034,0.00570878,-1.50271,-809.83,-785.374,51.5226
1696,0,,,,,,,-0.034976,0.00721865,-1.50368,-809.84,-785.347,51.5186
1697,0,,,,,,,-0.0344771,0.00907689,-1.50463,-809.814,-785.325,51.4875
1698,0,,,,,,,-0.0358307,0.00965485,-1.50459,-809.831,-785.232,51.4673
1699,0,,,,,,,-0.0364616,0.0107354,-1.50456,-809.859,-785.202,51.5179
1700,0,,,,,,,-0.0350497,0.0129044,-1.50455,-809.837,-785.241,51.6211
1701,0,,,,,,,-0.0351401,0.014196,-1.50461,-809.868,-785.307,51.6967
1702,0,,,,,,,-0.0365054,0.0150518,-1.50465,-809.861,-785.297,51.7623
1703,0,,,,,,,-0.0342798,0.0135328,-1.50514,-809.842,-785.324,51.5415
1704,0,,,,,,,-0.0387831,0.0120413,-1.50539,-809.83,-785.309,51.4418
1705,0,,,,,,,-0.0398415,0.0124311,-1.50484,-809.808,-785.277,51.3339
1706,0,,,,,,,-0.0391072,0.0110024,-1.50613,-809.802,-785.363,51.3543
1707,0,,,,,,,-0.0367956,0.0113262,-1.50532,-809.794,-785.427,51.4008
1708,0,,,,,,,-0.033954,0.0132382,-1.50558,-809.823,-785.402,51.4481
1709,0,,,,,,,-0.0355157,0.0138931,-1.50492,-809.788,-785.351,51.5834
1710,0,,,,,,,-0.0350656,0.0148349,-1.50551,-809.826,-785.245,51.6006
1711,0,,,,,,,-0.036004,0.0165074,-1.50592,-809.834,-785.145,51.5904
1712,0,,,,,,,-0.0355699,0.0129839,-1.50528,-809.834,-785.189,51.462
1713,0,,,,,,,-0.0367778,0.0130404,-1.5049,-809.851,-785.186,51.4696
1714,0,,,,,,,-0.0342473,0.013379,-1.50461,-809.878,-785.249,51.4647
1715,0,,,,,,,-0.0364969,0.013802,-1.50438,-809.785,-785.529,51.6435
1716,0,,,,,,,-0.0375295,0.0118056,-1.50523,-809.814,-785.485,51.611
1717,0,,,,,,,-0.0393304,0.0109444,-1.50573,-809.849,-785.384,51.4833
1718,0,,,,,,,-0.0413697,0.0116887,-1.50627,-809.828,-785.333,51.3976
1719,0,,,,,,,-0.0404155,0.0114052,-1.5062,-809.837,-785.304,51.3678
1720,0,,,,,,,-0.0385128,0.0138458,-1.50597,-809.857,-785.285,51.5801
1721,0,,,,,,,-0.036068,0.0136748,-1.50596,-809.862,-785.389,51.7527
1722,0,,,,,,,-0.0347732,0.0157108,-1.50481,-809.873,-785.342,51.8148
1723,0,,,,,,,-0.0370503,0.0139953,-1.50484,-809.829,-785.344,51.6992
1724,0,,,,,,,-0.0370468,0.0117675,-1.50402,-809.848,-785.285,51.5106
1725,0,,,,,,,-0.0358,0.0124168,-1.50451,-809.874,-785.253,51.5009
1726,0,,,,,,,-0.0361924,0.0124865,-1.50507,-809.816,-785.388,51.5387
1727,0,,,,,,,-0.035884,0.0129293,-1.50458,-809.796,-785.492,51.562
1728,0,,,,,,,-0.0379187,0.0126625,-1.50532,-809.805,-785.473,51.5732
1729,0,,,,,,,-0.0384716,0.0138402,-1.50533,-809.81,-785.396,51.5432
1730,0,,,,,,,-0.0398398,0.0130751,-1.50568,-809.823,-785.347,51.4416
1731,0,,,,,,,-0.039768,0.0114919,-1.50565,-809.82,-785.33,51.413
1732,0,,,,,,,-0.0396427,0.0138338,-1.50576,-809.811,-785.235,51.4736
1733,0,,,,,,,-0.0372676,0.0141587,-1.50502,-809.819,-785.272,51.475
1734,0,,,,,,,-0.0353838,0.0125925,-1.5055,-809.829,-785.257,51.507
1735,0,,,,,,,-0.0345851,0.0148,-1.50461,-809.842,-785.288,51.5707
1736,0,,,,,,,-0.0356085,0.0140728,-1.50432,-809.862,-785.282,51.6187
1737,0,,,,,,,-0.0365596,0.0128613,-1.50417,-809.869,-785.308,51.5878
1738,0,,,,,,,-0.0384851,0.0118541,-1.50464,-809.872,-785.264,51.5444
1739,0,,,,,,,-0.0399133,0.0114763,-1.50481,-809.868,-785.249,51.4691
1740,0,,,,,,,-0.0389641,0.0126688,-1.506,-809.877,-785.291,51.5132
1741,0,,,,,,,-0.0400777,0.0111257,-1.50595,-809.82,-785.414,51.5929
1742,0,,,,,,,-0.0383361,0.0133864,-1.50609,-809.823,-785.376,51.5603
1743,0,,,,,,,-0.0366482,0.0141236,-1.50624,-809.823,-785.299,51.5701
1744,0,,,,,,,-0.0376805,0.014257,-1.50597,-809.855,-785.18,51.5604
1745,0,,,,,,,-0.0369011,0.0146627,-1.50579,-809.867,-785.228,51.6354
1746,0,,,,,,,-0.0356496,0.0141697,-1.50534,-809.875,-785.252,51.6684
1747,0,,,,,,,-0.0332278,0.0150351,-1.50453,-809.892,-785.315,51.715
1748,0,,,,,,,-0.0342838,0.0136874,-1.50441,-809.892,-785.424,51.7498
1749,0,,,,,,,-0.0353842,0.0130759,-1.50511,-809.889,-785.391,51.6699
1750,0,,,,,,,-0.0358896,0.0128799,-1.50474,-809.887,-785.307,51.5093
1751,0,,,,,,,-0.0396107,0.0121105,-1.50544,-809.875,-785.207,51.3744
1752,0,,,,,,,-0.0416164,0.0110944,-1.50589,-809.82,-785.279,51.3649
1753,0,,,,,,,-0.039192,0.0117957,-1.50555,-809.812,-785.317,51.3924
1754,0,,,,,,,-0.0358348,0.0133907,-1.50573,-809.81,-785.311,51.5086
1755,0,,,,,,,-0.0361948,0.0129569,-1.50524,-809.806,-785.365,51.6528
1756,0,,,,,,,-0.0362658,0.0138244,-1.50557,-809.811,-785.279,51.6667
