Objects
200
,,Global Angle firefly_blue:firefly_blue,,,,,,Global Angle testBalls:testBalls,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
25,0,,,,,,,-0.0388082,0.0144716,-1.50473,-809.86,-785.228,51.6095
26,0,,,,,,,-0.0355624,0.0138745,-1.50413,-809.896,-785.221,51.5418
27,0,,,,,,,-0.0348069,0.0130285,-1.50439,-809.916,-785.21,51.5602
28,0,,,,,,,-0.0352704,0.0138722,-1.50408,-809.889,-785.332,51.6304
29,0,,,,,,,-0.0353194,0.013361,-1.50417,-809.883,-785.401,51.6362
30,0,,,,,,,-0.0378588,0.0112734,-1.50447,-809.863,-785.492,51.5641
31,0,,,,,,,-0.0386937,0.0119169,-1.50465,-809.876,-785.33,51.3848
32,0,,,,,,,-0.0442089,0.0103298,-1.50485,-809.843,-785.315,51.3839
33,0,,,,,,,-0.0403196,0.0108521,-1.50532,-809.861,-785.336,51.343
34,0,,,,,,,-0.0375369,0.0135447,-1.50564,-809.843,-785.34,51.522
35,0,,,,,,,-0.0362699,0.0145779,-1.50481,-809.83,-785.421,51.6316
36,0,,,,,,,-0.0361237,0.0156064,-1.50548,-809.853,-785.333,51.6556
37,0,,,,,,,-0.0353115,0.0163888,-1.50521,-809.896,-785.194,51.5821
38,0,,,,,,,-0.036463,0.0133473,-1.50417,-809.89,-785.224,51.4713
39,0,,,,,,,-0.0345682,0.0128233,-1.50402,-809.928,-785.146,51.4358
40,0,,,,,,,-0.0308504,0.0162709,-1.5037,-809.92,-785.148,51.4839
41,0,,,,,,,-0.0338128,0.0151794,-1.50393,-809.876,-785.288,51.567
42,0,,,,,,,-0.0371753,0.0139402,-1.5053,-809.868,-785.455,51.6185
43,0,,,,,,,-0.0393115,0.010961,-1.50576,-809.838,-785.421,51.4803
44,0,,,,,,,-0.0394719,0.0111985,-1.50585,-809.839,-785.326,51.3896
45,0,,,,,,,-0.0389644,0.0106518,-1.50561,-809.827,-785.302,51.364
46,0,,,,,,,-0.0387732,0.0140872,-1.50552,-809.838,-785.267,51.5415
47,0,,,,,,,-0.0365989,0.0148632,-1.50545,-809.844,-785.277,51.6032
48,0,,,,,,,-0.0338426,0.0148315,-1.50464,-809.823,-785.375,51.6448
49,0,,,,,,,-0.0364498,0.0154078,-1.5052,-809.869,-785.238,51.6619
50,0,,,,,,,-0.0378268,0.0133014,-1.5047,-809.844,-785.257,51.5622
51,0,,,,,,,-0.0396019,0.0117322,-1.50483,-809.855,-785.299,51.5231
52,0,,,,,,,-0.040115,0.0124782,-1.50425,-809.861,-785.305,51.595
53,0,,,,,,,-0.0377733,0.0133741,-1.50457,-809.871,-785.386,51.6062
54,0,,,,,,,-0.0361946,0.0133448,-1.50423,-809.883,-785.494,51.564
55,0,,,,,,,-0.0371842,0.0123645,-1.50525,-809.887,-785.47,51.5401
56,0,,,,,,,-0.0388703,0.011655,-1.50539,-809.864,-785.403,51.4485
57,0,,,,,,,-0.0423203,0.0113153,-1.50548,-809.867,-785.3,51.3836
58,0,,,,,,,-0.038471,0.0124068,-1.50521,-809.894,-785.238,51.3497
59,0,,,,,,,-0.0383957,0.0134794,-1.50513,-809.892,-785.301,51.5261
60,0,,,,,,,-0.0357835,0.0145154,-1.50488,-809.863,-785.349,51.6744
61,0,,,,,,,-0.032349,0.0151784,-1.50482,-809.84,-785.33,51.688
62,0,,,,,,,-0.0353226,0.0142397,-1.50453,-809.795,-785.398,51.715
63,0,,,,,,,-0.0361909,0.0141636,-1.50453,-809.853,-785.334,51.5731
64,0,,,,,,,-0.0379015,0.0128673,-1.50498,-809.818,-785.332,51.5433
65,0,,,,,,,-0.0363274,0.0122556,-1.5047,-809.86,-785.366,51.4316
66,0,,,,,,,-0.0374017,0.012798,-1.50504,-809.848,-785.401,51.4799
67,0,,,,,,,-0.0383559,0.0117554,-1.50543,-809.831,-785.417,51.4756
68,0,,,,,,,-0.0380066,0.0136713,-1.50603,-809.799,-785.366,51.4849
69,0,,,,,,,-0.0364386,0.0136679,-1.50586,-809.812,-785.3,51.4672
70,0,,,,,,,-0.0363061,0.0147694,-1.50593,-809.855,-785.237,51.5042
71,0,,,,,,,-0.0381037,0.0157848,-1.5055,-809.855,-785.244,51.6061
72,0,,,,,,,-0.0361945,0.0150319,-1.50521,-809.852,-785.249,51.6359
73,0,,,,,,,-0.0331088,0.0123882,-1.50423,-809.913,-785.299,51.5516
74,0,,,,,,,-0.0344874,0.0134088,-1.5041,-809.896,-785.386,51.6288
75,0,,,,,,,-0.035587,0.0141718,-1.50448,-809.905,-785.413,51.62
76,0,,,,,,,-0.0394883,0.0116949,-1.50519,-809.872,-785.401,51.5487
77,0,,,,,,,-0.0407265,0.012152,-1.50567,-809.9,-785.298,51.3597
78,0,,,,,,,-0.0413688,0.0105388,-1.50553,-809.886,-785.37,51.3111
79,0,,,,,,,-0.040498,0.0105101,-1.50577,-809.816,-785.413,51.4215
80,0,,,,,,,-0.037872,0.0123931,-1.5054,-809.792,-785.392,51.5487
81,0,,,,,,,-0.0361419,0.0151598,-1.50603,-809.826,-785.268,51.6643
82,0,,,,,,,-0.0367756,0.0151031,-1.50585,-809.823,-785.237,51.6456
83,0,,,,,,,-0.0375235,0.0138086,-1.5049,-809.859,-785.229,51.5867
84,0,,,,,,,-0.0364581,0.0147709,-1.50373,-809.816,-785.272,51.539
85,0,,,,,,,-0.0366715,0.013212,-1.50392,-809.867,-785.274,51.5618
86,0,,,,,,,-0.035086,0.0141842,-1.50428,-809.906,-785.312,51.6524
87,0,,,,,,,-0.0368854,0.0139988,-1.50468,-809.894,-785.409,51.672
88,0,,,,,,,-0.0381055,0.0126307,-1.50469,-809.883,-785.333,51.5731
89,0,,,,,,,-0.0419977,0.0117195,-1.50498,-809.805,-785.331,51.4309
90,0,,,,,,,-0.039985,0.0122309,-1.50588,-809.884,-785.087,51.3038
91,0,,,,,,,-0.0368117,0.0148878,-1.50618,-809.902,-784.99,51.3287
92,0,,,,,,,-0.034644,0.0158446,-1.50449,-809.916,-785.057,51.4189
93,0,,,,,,,-0.0330415,0.0170041,-1.50451,-809.897,-785.071,51.5664
94,0,,,,,,,-0.0308391,0.0172374,-1.50446,-809.961,-784.989,51.548
95,0,,,,,,,-0.0353339,0.0157102,-1.50311,-809.867,-785.028,51.4746
96,0,,,,,,,-0.0361647,0.0146983,-1.50392,-809.936,-784.81,51.3141
97,0,,,,,,,-0.0409549,0.0102919,-1.50497,-809.84,-785.281,51.4189
98,0,,,,,,,-0.0396043,0.0122311,-1.50515,-809.81,-785.418,51.4858
99,0,,,,,,,-0.0347736,0.0155717,-1.50507,-809.845,-785.409,51.5923
100,0,,,,,,,-0.0371842,0.0127783,-1.50506,-809.812,-785.538,51.6038
101,0,,,,,,,-0.0395097,0.0116648,-1.50543,-809.813,-785.406,51.5014
102,0,,,,,,,-0.0410541,0.0115029,-1.50585,-809.839,-785.22,51.2917
103,0,,,,,,,-0.0432003,0.0107569,-1.50576,-809.805,-785.157,51.2643
104,0,,,,,,,-0.0383377,0.0133694,-1.50422,-809.808,-785.203,51.4263
105,0,,,,,,,-0.0343475,0.0141973,-1.50398,-809.833,-785.328,51.623
106,0,,,,,,,-0.0213129,0.0137853,-1.50194,-809.92,-785.523,51.4164
107,0,,,,,,,-0.0235387,0.0118777,-1.50161,-809.909,-785.545,51.3947
108,0,,,,,,,-0.025967,0.0119959,-1.50189,-809.949,-785.449,51.3003
109,0,,,,,,,-0.0293929,0.00945887,-1.50333,-809.947,-785.489,51.2335
110,0,,,,,,,-0.0291073,0.0120349,-1.50375,-809.949,-785.473,51.3254
111,0,,,,,,,-0.0292695,0.012128,-1.50332,-809.913,-785.648,51.3606
112,0,,,,,,,-0.0275759,0.0131824,-1.50333,-809.886,-785.693,51.368
113,0,,,,,,,-0.0285277,0.011751,-1.50432,-809.886,-785.667,51.2951
114,0,,,,,,,-0.0294172,0.011706,-1.50431,-809.897,-785.531,51.2192
115,0,,,,,,,-0.0322165,0.0115628,-1.50452,-809.887,-785.567,51.2619
116,0,,,,,,,-0.0346623,0.0123877,-1.50414,-809.907,-785.545,51.3482
117,0,,,,,,,-0.037484,0.0123446,-1.5046,-809.952,-785.579,51.4025
118,0,,,,,,,-0.0404633,0.0130738,-1.50454,-810.022,-785.617,51.4146
119,0,,,,,,,-0.0442972,0.0121085,-1.50405,-810.086,-785.646,51.3939
120,0,,,,,,,-0.0472008,0.0112572,-1.50312,-810.142,-785.725,51.3856
121,0,,,,,,,-0.050114,0.0108477,-1.50319,-810.206,-785.829,51.3897
122,0,,,,,,,-0.0551062,0.0125548,-1.50313,-810.252,-785.758,51.431
123,0,,,,,,,-0.0587752,0.0121233,-1.50285,-810.325,-785.716,51.3581
124,0,,,,,,,-0.057631,0.01151,-1.50334,-810.366,-785.706,51.2264
125,0,,,,,,,-0.0590167,0.0115436,-1.50253,-810.378,-785.753,51.2738
126,0,,,,,,,-0.0588857,0.0112304,-1.50264,-810.361,-785.794,51.3198
127,0,,,,,,,-0.058318,0.012719,-1.50277,-810.401,-785.705,51.3574
128,0,,,,,,,-0.0593457,0.0125541,-1.50244,-810.384,-785.737,51.3709
129,0,,,,,,,-0.0601631,0.0122533,-1.5022,-810.341,-785.761,51.4087
130,0,,,,,,,-0.0584565,0.012684,-1.50252,-810.407,-785.72,51.3431
131,0,,,,,,,-0.0571093,0.0131739,-1.50293,-810.42,-785.803,51.4407
132,0,,,,,,,-0.0575061,0.0135566,-1.50202,-810.398,-785.897,51.4847
133,0,,,,,,,-0.0572362,0.0114925,-1.50236,-810.409,-785.954,51.4139
134,0,,,,,,,-0.0574964,0.0134886,-1.50294,-810.402,-785.853,51.357
135,0,,,,,,,-0.0601153,0.0119873,-1.50228,-810.376,-785.772,51.2783
136,0,,,,,,,-0.0607397,0.0116268,-1.50293,-810.369,-785.735,51.2261
137,0,,,,,,,-0.0611459,0.0122955,-1.50263,-810.368,-785.747,51.2522
138,0,,,,,,,-0.0593208,0.0129709,-1.5029,-810.383,-785.81,51.3816
139,0,,,,,,,-0.0578586,0.0145858,-1.50306,-810.409,-785.866,51.5231
140,0,,,,,,,-0.0588834,0.0141354,-1.5028,-810.38,-785.852,51.6218
141,0,,,,,,,-0.0581202,0.0128443,-1.50276,-810.39,-785.737,51.4768
142,0,,,,,,,-0.0588947,0.0102071,-1.50204,-810.42,-785.68,51.3638
143,0,,,,,,,-0.0591291,0.0122952,-1.5021,-810.428,-785.704,51.3846
144,0,,,,,,,-0.0574902,0.0106372,-1.50226,-810.419,-785.781,51.3879
145,0,,,,,,,-0.0592426,0.0113603,-1.50134,-810.389,-785.977,51.5216
146,0,,,,,,,-0.0589739,0.0121364,-1.50246,-810.402,-785.932,51.4626
147,0,,,,,,,-0.0597944,0.0110689,-1.50251,-810.396,-785.788,51.3204
148,0,,,,,,,-0.061243,0.0101459,-1.5026,-810.41,-785.656,51.2139
149,0,,,,,,,-0.0613583,0.0108602,-1.50251,-810.4,-785.572,51.2115
150,0,,,,,,,-0.0592679,0.0143274,-1.50362,-810.411,-785.632,51.3839
151,0,,,,,,,-0.0548563,0.0148612,-1.50312,-810.396,-785.807,51.4605
152,0,,,,,,,-0.0565871,0.014092,-1.50245,-810.404,-785.89,51.5447
153,0,,,,,,,-0.0585895,0.0142823,-1.50196,-810.417,-785.735,51.456
154,0,,,,,,,-0.0608004,0.0121159,-1.50214,-810.407,-785.763,51.3739
155,0,,,,,,,-0.0613237,0.0109651,-1.50185,-810.397,-785.767,51.305
156,0,,,,,,,-0.0608185,0.0114458,-1.50262,-810.397,-785.829,51.3551
157,0,,,,,,,-0.0587205,0.0118915,-1.50269,-810.411,-785.983,51.4056
158,0,,,,,,,-0.059856,0.0137645,-1.50389,-810.415,-785.936,51.466
159,0,,,,,,,-0.060584,0.0124291,-1.504,-810.409,-785.898,51.3664
160,0,,,,,,,-0.0618651,0.0140237,-1.50406,-810.407,-785.668,51.2595
161,0,,,,,,,-0.0615551,0.0128344,-1.50374,-810.413,-785.551,51.2092
162,0,,,,,,,-0.0606094,0.0141414,-1.50361,-810.431,-785.53,51.3183
163,0,,,,,,,-0.0593967,0.0168993,-1.50376,-810.445,-785.604,51.4911
164,0,,,,,,,-0.0567514,0.0151804,-1.50246,-810.471,-785.683,51.4582
165,0,,,,,,,-0.0571243,0.0149648,-1.50323,-810.452,-785.773,51.5066
166,0,,,,,,,-0.0580112,0.0123361,-1.503,-810.475,-785.709,51.3325
167,0,,,,,,,-0.059501,0.012801,-1.50306,-810.447,-785.675,51.2806
168,0,,,,,,,-0.0601968,0.0106481,-1.50285,-810.439,-785.767,51.2975
169,0,,,,,,,-0.0602988,0.0116848,-1.50316,-810.427,-785.831,51.3885
170,0,,,,,,,-0.0600221,0.0135743,-1.50336,-810.426,-785.886,51.4746
171,0,,,,,,,-0.0605508,0.0135723,-1.50392,-810.39,-785.827,51.4381
172,0,,,,,,,-0.0612083,0.0124298,-1.50327,-810.417,-785.734,51.3107
173,0,,,,,,,-0.0605764,0.012374,-1.50376,-810.408,-785.623,51.2146
174,0,,,,,,,-0.0604524,0.0119357,-1.50366,-810.418,-785.642,51.3008
175,0,,,,,,,-0.0605764,0.0157637,-1.50359,-810.409,-785.669,51.4639
176,0,,,,,,,-0.0586003,0.0151862,-1.50339,-810.401,-785.818,51.5293
177,0,,,,,,,-0.0560596,0.014921,-1.50357,-810.45,-785.921,51.5254
178,0,,,,,,,-0.0562029,0.0133398,-1.50346,-810.457,-785.902,51.4357
179,0,,,,,,,-0.058754,0.0130869,-1.50267,-810.439,-785.892,51.3658
180,0,,,,,,,-0.0607373,0.0116844,-1.50235,-810.426,-785.79,51.2426
181,0,,,,,,,-0.0592168,0.0131785,-1.50292,-810.468,-785.731,51.1904
182,0,,,,,,,-0.0599503,0.0130108,-1.50356,-810.436,-785.816,51.3422
183,0,,,,,,,-0.059261,0.0133555,-1.50299,-810.452,-785.936,51.412
184,0,,,,,,,-0.0585161,0.0159216,-1.50331,-810.461,-785.917,51.4704
185,0,,,,,,,-0.0593261,0.0137869,-1.50352,-810.434,-785.865,51.4544
186,0,,,,,,,-0.0606489,0.0135852,-1.50311,-810.424,-785.74,51.3959
187,0,,,,,,,-0.0582773,0.0118646,-1.50308,-810.411,-785.639,51.265
188,0,,,,,,,-0.0592022,0.0128459,-1.50288,-810.407,-785.694,51.3717
189,0,,,,,,,-0.0571146,0.0133761,-1.50395,-810.444,-785.793,51.4082
190,0,,,,,,,-0.0578636,0.0132667,-1.5027,-810.432,-785.943,51.4835
191,0,,,,,,,-0.0592228,0.0130972,-1.50238,-810.447,-786.007,51.4809
192,0,,,,,,,-0.0601352,0.0128948,-1.50255,-810.454,-785.907,51.3687
193,0,,,,,,,-0.0409035,0.0136854,-1.50597,-809.912,-785.207,51.3825
194,0,,,,,,,-0.0435197,0.0111097,-1.50551,-809.834,-785.223,51.2933
195,0,,,,,,,-0.0400896,0.012531,-1.50599,-809.831,-785.152,51.2531
196,0,,,,,,,-0.0358191,0.014092,-1.50605,-809.813,-785.266,51.458
197,0,,,,,,,-0.0331051,0.0156203,-1.506,-809.831,-785.296,51.6463
198,0,,,,,,,-0.0338965,0.0148389,-1.50451,-809.823,-785.351,51.7276
199,0,,,,,,,-0.0358338,0.0143468,-1.50457,-809.857,-785.232,51.6364
200,0,,,,,,,-0.0398844,0.0121216,-1.50458,-809.87,-785.207,51.5113
201,0,,,,,,,-0.0388556,0.0116142,-1.50352,-809.915,-785.186,51.4196
202,0,,,,,,,-0.0376598,0.0114247,-1.5041,-809.863,-785.397,51.4946
203,0,,,,,,,-0.0344577,0.0135115,-1.50465,-809.831,-785.448,51.6167
204,0,,,,,,,-0.0350395,0.013676,-1.50558,-809.841,-785.479,51.6293
205,0,,,,,,,-0.0382499,0.0136415,-1.50646,-809.809,-785.401,51.5005
206,0,,,,,,,-0.0416587,0.0099639,-1.50602,-809.77,-785.358,51.3381
207,0,,,,,,,-0.0411188,0.0127505,-1.50693,-809.799,-785.152,51.3337
208,0,,,,,,,-0.0370101,0.0131401,-1.50644,-809.781,-785.255,51.4747
209,0,,,,,,,-0.0342372,0.0152553,-1.50491,-809.81,-785.289,51.734
210,0,,,,,,,-0.0352634,0.0168937,-1.5045,-809.838,-785.388,51.9093
211,0,,,,,,,-0.0349435,0.0153721,-1.5046,-809.85,-785.353,51.6744
212,0,,,,,,,-0.037164,0.0135511,-1.5046,-809.837,-785.299,51.4877
213,0,,,,,,,-0.0388376,0.0137772,-1.50417,-809.834,-785.239,51.4535
214,0,,,,,,,-0.0372958,0.0124586,-1.50511,-809.869,-785.318,51.4245
215,0,,,,,,,-0.0390938,0.0121151,-1.50526,-809.825,-785.467,51.5458
216,0,,,,,,,-0.0400388,0.0134691,-1.50555,-809.804,-785.496,51.6529
217,0,,,,,,,-0.0396296,0.0141617,-1.50572,-809.799,-785.395,51.5989
218,0,,,,,,,-0.0380979,0.0133822,-1.50604,-809.843,-785.185,51.3756
219,0,,,,,,,-0.0405064,0.0143859,-1.50622,-809.833,-785.012,51.3272
220,0,,,,,,,-0.0243923,-0.0176865,-1.48027,-808.678,-783.733,52.2014
221,0,,,,,,,-0.0222625,-0.0131186,-1.48119,-808.729,-783.857,52.4623
222,0,,,,,,,-0.0198357,-0.0126982,-1.47916,-808.999,-784.158,52.497
223,0,,,,,,,-0.0210546,-0.0120251,-1.47987,-808.997,-784.155,52.4147
224,0,,,,,,,-0.0223251,-0.0159978,-1.47915,-808.953,-784.041,52.2011
225,0,,,,,,,-0.0327481,-0.013707,-1.48475,-809.429,-784.381,51.9996
226,0,,,,,,,-0.032022,-0.0145355,-1.48223,-809.307,-784.424,51.8468
227,0,,,,,,,-0.0270516,-0.0128271,-1.47838,-809.143,-784.4,51.87
228,0,,,,,,,-0.0223729,-0.0154675,-1.47157,-808.814,-784.44,52.1165
229,0,,,,,,,-0.0162174,-0.0145035,-1.46642,-808.63,-784.353,52.1218
230,0,,,,,,,-0.0159075,-0.0176254,-1.46052,-808.446,-784.184,52.0804
231,0,,,,,,,-0.0142313,-0.0177624,-1.45589,-808.218,-784.158,51.8983
232,0,,,,,,,-0.0116578,-0.016711,-1.45327,-808.13,-784.04,51.8302
233,0,,,,,,,-0.0110652,-0.0184614,-1.44996,-808.039,-784.005,51.8459
234,0,,,,,,,-0.0101276,-0.0183528,-1.44987,-807.926,-784.464,52.0527
235,0,,,,,,,-0.0099227,-0.0187913,-1.44767,-807.875,-784.605,52.1631
236,0,,,,,,,-0.00859604,-0.0168145,-1.44769,-807.857,-784.644,52.1611
237,0,,,,,,,-0.010276,-0.0166055,-1.44754,-807.802,-784.611,52.0398
238,0,,,,,,,-0.01144,-0.01521,-1.44687,-807.796,-784.509,51.7935
239,0,,,,,,,-0.0113408,-0.0152162,-1.44586,-807.784,-784.333,51.7032
240,0,,,,,,,-0.012039,-0.0148918,-1.44633,-807.741,-784.377,51.7441
241,0,,,,,,,-0.00958171,-0.0151099,-1.44697,-807.756,-784.473,51.8558
242,0,,,,,,,-0.00771647,-0.0172417,-1.44666,-807.782,-784.534,52.0494
243,0,,,,,,,-0.00728343,-0.0170848,-1.44671,-807.747,-784.582,52.1575
244,0,,,,,,,-0.00844402,-0.0173019,-1.4466,-807.758,-784.476,52.1113
245,0,,,,,,,-0.00904081,-0.0164775,-1.44678,-807.774,-784.343,51.9097
246,0,,,,,,,-0.010291,-0.0225635,-1.44601,-807.791,-784.36,51.7907
247,0,,,,,,,-0.010863,-0.0230915,-1.44521,-807.801,-784.506,51.9494
248,0,,,,,,,-0.0092083,-0.0235282,-1.44508,-807.822,-784.568,52.099
249,0,,,,,,,-0.00912079,-0.0222723,-1.44538,-807.823,-784.603,52.0566
250,0,,,,,,,-0.010033,-0.0220761,-1.44555,-807.813,-784.548,51.8719
251,0,,,,,,,-0.0110438,-0.020787,-1.4453,-807.801,-784.394,51.6778
252,0,,,,,,,-0.0128976,-0.0205308,-1.44583,-807.744,-784.372,51.6345
253,0,,,,,,,-0.0106595,-0.020454,-1.44634,-807.754,-784.304,51.7298
254,0,,,,,,,-0.00870572,-0.0203686,-1.44686,-807.799,-784.417,51.9417
255,0,,,,,,,-0.00783366,-0.0220505,-1.44597,-807.779,-784.483,52.1162
256,0,,,,,,,-0.00910709,-0.0214982,-1.44571,-807.775,-784.54,52.1501
257,0,,,,,,,-0.00910229,-0.0201697,-1.4462,-807.811,-784.429,52.0446
258,0,,,,,,,-0.0101974,-0.0196254,-1.44463,-807.822,-784.38,51.9855
259,0,,,,,,,-0.0106014,-0.0170793,-1.44606,-807.797,-784.415,51.8399
260,0,,,,,,,-0.0119408,-0.0181522,-1.44555,-807.79,-784.468,51.8042
261,0,,,,,,,-0.0096576,-0.0172759,-1.4463,-807.774,-784.444,51.8327
262,0,,,,,,,-0.00883758,-0.0170428,-1.44689,-807.732,-784.601,51.977
263,0,,,,,,,-0.00980318,-0.0173219,-1.44664,-807.69,-784.624,51.9912
264,0,,,,,,,-0.00993423,-0.0167637,-1.44673,-807.712,-784.467,51.9254
265,0,,,,,,,-0.0105481,-0.0166499,-1.44664,-807.747,-784.316,51.8342
266,0,,,,,,,-0.00918568,-0.0161015,-1.44653,-807.76,-784.336,51.874
267,0,,,,,,,-0.00814103,-0.0187548,-1.44634,-807.745,-784.458,52.0371
268,0,,,,,,,-0.00741527,-0.0188096,-1.44622,-807.753,-784.505,52.1711
269,0,,,,,,,-0.00681244,-0.0158484,-1.44638,-807.795,-784.503,52.1225
270,0,,,,,,,-0.00778627,-0.0159937,-1.44638,-807.78,-784.417,52.0142
271,0,,,,,,,-0.00940084,-0.0162613,-1.44623,-807.765,-784.408,51.8189
272,0,,,,,,,-0.0118113,-0.0157553,-1.44622,-807.77,-784.366,51.7454
273,0,,,,,,,-0.0100386,-0.0150369,-1.44645,-807.768,-784.426,51.778
274,0,,,,,,,-0.0102781,-0.0147961,-1.44662,-807.715,-784.547,51.8856
275,0,,,,,,,-0.00892607,-0.0148746,-1.44638,-807.722,-784.455,51.9462
276,0,,,,,,,-0.00948094,-0.0151793,-1.44661,-807.72,-784.482,52.0019
277,0,,,,,,,-0.00886916,-0.0167445,-1.44613,-807.712,-784.434,52.0343
278,0,,,,,,,-0.00883451,-0.0166569,-1.44581,-807.751,-784.364,52.0559
279,0,,,,,,,-0.00874034,-0.0177713,-1.44571,-807.8,-784.349,51.9899
280,0,,,,,,,-0.00819719,-0.0164319,-1.44553,-807.804,-784.433,52.0161
281,0,,,,,,,-0.00826121,-0.0172271,-1.44598,-807.784,-784.552,52.1243
282,0,,,,,,,-0.00822854,-0.0169201,-1.44682,-807.756,-784.64,52.164
283,0,,,,,,,-0.0103408,-0.0179908,-1.44565,-807.74,-784.586,52.1137
284,0,,,,,,,-0.00996281,-0.0160774,-1.44667,-807.745,-784.485,51.8734
285,0,,,,,,,-0.0119591,-0.0142649,-1.44615,-807.731,-784.406,51.7514
286,0,,,,,,,-0.0106539,-0.0157639,-1.44596,-807.729,-784.32,51.7322
287,0,,,,,,,-0.00778627,-0.01719,-1.44586,-807.745,-784.341,51.8744
288,0,,,,,,,-0.00592426,-0.0192281,-1.44547,-807.776,-784.372,52.0476
289,0,,,,,,,-0.00789378,-0.0188905,-1.44554,-807.781,-784.367,52.1506
290,0,,,,,,,-0.00804409,-0.0192836,-1.44589,-807.811,-784.277,51.9972
291,0,,,,,,,-0.00766567,-0.0172832,-1.44541,-807.833,-784.04,51.8767
292,0,,,,,,,-0.0100782,-0.0170141,-1.44502,-807.81,-784.068,51.7972
293,0,,,,,,,-0.010557,-0.0197393,-1.44424,-807.778,-784.207,51.8311
294,0,,,,,,,-0.0101254,-0.0180373,-1.4441,-807.795,-784.247,51.8864
295,0,,,,,,,-0.0113612,-0.0170233,-1.44597,-807.78,-784.629,51.9191
296,0,,,,,,,-0.0116168,-0.0156338,-1.44618,-807.73,-784.612,51.9302
297,0,,,,,,,-0.0133738,-0.0166645,-1.44616,-807.688,-784.501,51.8381
298,0,,,,,,,-0.0123059,-0.0155938,-1.44724,-807.707,-784.458,51.7275
299,0,,,,,,,-0.0101161,-0.0155669,-1.44683,-807.694,-784.409,51.809
300,0,,,,,,,-0.00848006,-0.0175622,-1.44637,-807.74,-784.483,52.0535
301,0,,,,,,,-0.00726754,-0.0182502,-1.44652,-807.761,-784.612,52.247
302,0,,,,,,,-0.00825418,-0.0181832,-1.44696,-807.739,-784.66,52.2632
303,0,,,,,,,-0.0092593,-0.0176303,-1.447,-807.758,-784.61,52.1409
304,0,,,,,,,-0.00962075,-0.0166159,-1.44636,-807.787,-784.467,51.9339
305,0,,,,,,,-0.0115128,-0.0160231,-1.44658,-807.753,-784.539,51.845
306,0,,,,,,,-0.0112273,-0.0162137,-1.44838,-807.717,-784.716,51.8962
307,0,,,,,,,-0.0386497,-0.0111329,-1.49589,-809.632,-785.205,52.3375
308,0,,,,,,,-0.0400152,-0.0119022,-1.49529,-809.6,-785.162,52.415
309,0,,,,,,,-0.0408063,-0.0124611,-1.49702,-809.72,-785.016,52.2275
310,0,,,,,,,-0.039837,-0.0126949,-1.49734,-809.72,-784.831,52.1146
311,0,,,,,,,-0.0398177,-0.009412,-1.49852,-809.777,-784.834,52.174
312,0,,,,,,,-0.038966,-0.00730924,-1.49935,-809.806,-784.995,52.1737
