Objects
200
,,Global Angle firefly_blue:firefly_blue,,,,,,Global Angle testBalls:testBalls,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1152,0,,,,,,,-0.0454527,-0.0133873,-3.01919,-872.703,-684.377,50.394
1153,0,,,,,,,-0.045093,-0.0146191,-3.01803,-872.7,-684.35,50.3225
1154,0,,,,,,,-0.0437977,-0.0187193,-3.01899,-872.635,-684.455,50.4506
1155,0,,,,,,,-0.0439408,-0.0193915,-3.01942,-872.613,-684.497,50.6307
1156,0,,,,,,,-0.0400741,-0.0179986,-3.02018,-872.652,-684.571,50.6678
1157,0,,,,,,,-0.0383975,-0.0216494,-3.0199,-872.671,-684.531,50.7202
1158,0,,,,,,,-0.0404677,-0.018858,-3.0187,-872.694,-684.428,50.618
1159,0,,,,,,,-0.0426178,-0.0159621,-3.01911,-872.727,-684.286,50.5283
1160,0,,,,,,,-0.0397589,-0.0192006,-3.01904,-872.733,-684.359,50.5371
1161,0,,,,,,,-0.0384893,-0.0201708,-3.0204,-872.695,-684.497,50.6802
1162,0,,,,,,,-0.0384009,-0.0195198,-3.01871,-872.641,-684.749,50.7766
1163,0,,,,,,,-0.0399419,-0.0188448,-3.01972,-872.651,-684.692,50.6696
1164,0,,,,,,,-0.0442158,-0.0156079,-3.01914,-872.695,-684.477,50.458
1165,0,,,,,,,-0.049039,-0.0109804,-3.01865,-872.699,-684.337,50.292
1166,0,,,,,,,-0.049467,-0.00967038,-3.01836,-872.7,-684.253,50.2077
1167,0,,,,,,,-0.0461985,-0.0111448,-3.0191,-872.677,-684.315,50.3289
1168,0,,,,,,,-0.0436298,-0.0144909,-3.01768,-872.599,-684.68,50.6115
1169,0,,,,,,,-0.0431533,-0.0134116,-3.02076,-872.615,-684.694,50.8581
1170,0,,,,,,,-0.0446401,-0.0142861,-3.02137,-872.661,-684.654,50.8565
1171,0,,,,,,,-0.0379113,-0.0237099,-3.01973,-872.76,-684.408,50.5516
1172,0,,,,,,,-0.0439824,-0.0171971,-3.01887,-872.779,-684.276,50.3861
1173,0,,,,,,,-0.0438143,-0.015088,-3.01847,-872.779,-684.299,50.3821
1174,0,,,,,,,-0.0418837,-0.0181337,-3.01915,-872.726,-684.515,50.5841
1175,0,,,,,,,-0.0381726,-0.0209146,-3.01923,-872.681,-684.702,50.6709
1176,0,,,,,,,-0.0373921,-0.0220476,-3.01939,-872.662,-684.669,50.6536
1177,0,,,,,,,-0.0439974,-0.0185913,-3.01953,-872.64,-684.564,50.5486
1178,0,,,,,,,-0.04494,-0.0174239,-3.01791,-872.653,-684.365,50.3887
1179,0,,,,,,,-0.0457938,-0.0171544,-3.01704,-872.576,-684.488,50.3688
1180,0,,,,,,,-0.0415065,-0.0209696,-3.01946,-872.649,-684.402,50.6715
1181,0,,,,,,,-0.038952,-0.0257796,-3.01898,-872.677,-684.49,50.9408
1182,0,,,,,,,-0.0362084,-0.0281072,-3.0188,-872.67,-684.527,50.9027
1183,0,,,,,,,-0.0406889,-0.0245839,-3.01848,-872.704,-684.368,50.824
1184,0,,,,,,,-0.0467144,-0.0205122,-3.0181,-872.662,-684.365,50.6636
1185,0,,,,,,,-0.0462894,-0.021535,-3.01786,-872.654,-684.325,50.573
1186,0,,,,,,,-0.0461888,-0.0204563,-3.01843,-872.649,-684.375,50.6082
1187,0,,,,,,,-0.0434689,-0.0214835,-3.01794,-872.61,-684.479,50.6195
1188,0,,,,,,,-0.0409537,-0.0188309,-3.01915,-872.679,-684.539,50.5751
1189,0,,,,,,,-0.0421105,-0.0168817,-3.01925,-872.681,-684.482,50.5049
1190,0,,,,,,,-0.0431687,-0.0165476,-3.01868,-872.693,-684.362,50.453
1191,0,,,,,,,-0.0437883,-0.0166641,-3.01839,-872.715,-684.309,50.4135
1192,0,,,,,,,-0.0428137,-0.0173372,-3.01909,-872.698,-684.336,50.5414
1193,0,,,,,,,-0.0414763,-0.0179828,-3.01968,-872.695,-684.411,50.6383
1194,0,,,,,,,-0.0400628,-0.0185097,-3.02007,-872.675,-684.52,50.7319
1195,0,,,,,,,-0.0438018,-0.0154376,-3.01992,-872.689,-684.598,50.8098
1196,0,,,,,,,-0.0377833,-0.0216994,-3.02006,-872.711,-684.575,50.6548
1197,0,,,,,,,-0.0397638,-0.0194014,-3.01921,-872.69,-684.509,50.541
1198,0,,,,,,,-0.0456016,-0.0143448,-3.01895,-872.711,-684.403,50.4385
1199,0,,,,,,,-0.0437589,-0.0160874,-3.01787,-872.68,-684.394,50.3797
1200,0,,,,,,,-0.043359,-0.0154837,-3.01801,-872.654,-684.481,50.4335
1201,0,,,,,,,-0.0425475,-0.0186353,-3.01905,-872.655,-684.537,50.5561
1202,0,,,,,,,-0.0408573,-0.0163896,-3.01968,-872.651,-684.564,50.6178
1203,0,,,,,,,-0.0379283,-0.0206735,-3.01938,-872.644,-684.534,50.6612
1204,0,,,,,,,-0.0377112,-0.0239481,-3.01906,-872.704,-684.451,50.6383
1205,0,,,,,,,-0.0413825,-0.0198016,-3.01949,-872.668,-684.39,50.6007
1206,0,,,,,,,-0.0415389,-0.0193606,-3.01941,-872.702,-684.393,50.6274
1207,0,,,,,,,-0.0404288,-0.0213238,-3.01905,-872.696,-684.528,50.7318
1208,0,,,,,,,-0.0367468,-0.0205375,-3.02039,-872.719,-684.627,50.7226
1209,0,,,,,,,-0.0412377,-0.0178437,-3.0198,-872.699,-684.638,50.6933
1210,0,,,,,,,-0.0427959,-0.0173015,-3.01964,-872.699,-684.492,50.5057
1211,0,,,,,,,-0.0475942,-0.0126785,-3.01922,-872.715,-684.4,50.3521
1212,0,,,,,,,-0.0484431,-0.0112729,-3.01862,-872.699,-684.378,50.3558
1213,0,,,,,,,-0.0464341,-0.0132379,-3.0194,-872.682,-684.472,50.5205
1214,0,,,,,,,-0.0431487,-0.0145431,-3.01956,-872.629,-684.581,50.7066
1215,0,,,,,,,-0.0462119,-0.011419,-3.0198,-872.627,-684.616,50.8719
1216,0,,,,,,,-0.0487942,-0.00852702,-3.02052,-872.648,-684.608,50.7737
1217,0,,,,,,,-0.0569169,-0.000300946,-3.02016,-872.659,-684.445,50.6488
1218,0,,,,,,,-0.0576902,0.00142628,-3.01915,-872.671,-684.436,50.5214
1219,0,,,,,,,-0.0581771,0.00102591,-3.02042,-872.664,-684.51,50.6609
1220,0,,,,,,,-0.0569598,-0.000393936,-3.02079,-872.642,-684.707,50.8408
1221,0,,,,,,,-0.0566294,0.00099373,-3.02079,-872.627,-684.787,50.8775
1222,0,,,,,,,-0.0600272,0.00361166,-3.02014,-872.603,-684.716,50.8003
1223,0,,,,,,,-0.061734,0.00551836,-3.01848,-872.55,-684.616,50.5675
1224,0,,,,,,,-0.0677475,0.010375,-3.01984,-872.613,-684.423,50.4775
1225,0,,,,,,,-0.0444101,-0.0126016,-3.01854,-872.671,-684.306,50.3434
1226,0,,,,,,,-0.0392526,-0.0200352,-3.01903,-872.68,-684.464,50.6011
1227,0,,,,,,,-0.03491,-0.0247398,-3.01989,-872.676,-684.596,50.8514
1228,0,,,,,,,-0.0350981,-0.0222528,-3.02001,-872.662,-684.64,50.8684
1229,0,,,,,,,-0.0382688,-0.0208145,-3.01885,-872.706,-684.523,50.7215
1230,0,,,,,,,-0.0416626,-0.0169085,-3.01917,-872.73,-684.349,50.5113
1231,0,,,,,,,-0.0454284,-0.0136543,-3.01614,-872.665,-684.543,50.4017
1232,0,,,,,,,-0.0445111,-0.0144138,-3.01905,-872.683,-684.51,50.5398
1233,0,,,,,,,-0.0430997,-0.0177647,-3.01873,-872.674,-684.692,50.7486
1234,0,,,,,,,-0.0403682,-0.0179331,-3.01912,-872.628,-684.753,50.7673
1235,0,,,,,,,-0.0471442,-0.010554,-3.0196,-872.659,-684.611,50.6358
1236,0,,,,,,,-0.052257,-0.00559473,-3.01895,-872.648,-684.374,50.4313
1237,0,,,,,,,-0.05516,-0.00155539,-3.01938,-872.641,-684.29,50.365
1238,0,,,,,,,-0.0415766,-0.019256,-3.01831,-872.694,-684.271,50.4533
1239,0,,,,,,,-0.0385444,-0.0191194,-3.01949,-872.661,-684.464,50.6845
1240,0,,,,,,,-0.0334443,-0.0250842,-3.01992,-872.674,-684.589,50.7703
1241,0,,,,,,,-0.0373302,-0.0215811,-3.01675,-872.687,-684.691,50.7102
1242,0,,,,,,,-0.038172,-0.021181,-3.01917,-872.751,-684.454,50.5338
1243,0,,,,,,,-0.0438947,-0.0154659,-3.01899,-872.746,-684.396,50.4588
1244,0,,,,,,,-0.0419374,-0.0170599,-3.0184,-872.699,-684.406,50.4351
1245,0,,,,,,,-0.0450687,-0.0155225,-3.01887,-872.702,-684.464,50.5355
1246,0,,,,,,,-0.0408956,-0.0176405,-3.0193,-872.685,-684.526,50.5349
1247,0,,,,,,,-0.0437934,-0.0155545,-3.01971,-872.685,-684.516,50.5787
1248,0,,,,,,,-0.0432418,-0.0162175,-3.0191,-872.684,-684.446,50.5641
1249,0,,,,,,,-0.041442,-0.0186055,-3.01854,-872.694,-684.363,50.5482
1250,0,,,,,,,-0.0410165,-0.0184183,-3.01894,-872.683,-684.367,50.5212
1251,0,,,,,,,-0.0408842,-0.0176117,-3.01917,-872.701,-684.35,50.5472
1252,0,,,,,,,-0.0413493,-0.0169325,-3.01929,-872.713,-684.456,50.6778
1253,0,,,,,,,-0.0394111,-0.0184091,-3.01981,-872.7,-684.613,50.7784
1254,0,,,,,,,-0.0388655,-0.0224424,-3.01995,-872.7,-684.695,50.8625
1255,0,,,,,,,-0.0381006,-0.0216548,-3.0197,-872.721,-684.581,50.7157
1256,0,,,,,,,-0.0449646,-0.0154343,-3.01906,-872.722,-684.447,50.5348
1257,0,,,,,,,-0.0437637,-0.01519,-3.01854,-872.711,-684.309,50.3294
1258,0,,,,,,,-0.0428879,-0.0171352,-3.01838,-872.735,-684.349,50.3915
1259,0,,,,,,,-0.0400124,-0.0172059,-3.01893,-872.692,-684.398,50.5847
1260,0,,,,,,,-0.0362437,-0.0219385,-3.01873,-872.681,-684.477,50.6988
1261,0,,,,,,,-0.0386351,-0.018406,-3.01986,-872.644,-684.489,50.6664
1262,0,,,,,,,-0.0398503,-0.0189111,-3.01948,-872.642,-684.392,50.6262
1263,0,,,,,,,-0.0418179,-0.0164714,-3.01954,-872.695,-684.397,50.608
1264,0,,,,,,,-0.044382,-0.0140687,-3.01972,-872.716,-684.444,50.6652
1265,0,,,,,,,-0.0442894,-0.013916,-3.01989,-872.685,-684.561,50.7188
1266,0,,,,,,,-0.037892,-0.0193671,-3.01967,-872.704,-684.569,50.6637
1267,0,,,,,,,-0.0385578,-0.0205761,-3.0194,-872.715,-684.516,50.5965
1268,0,,,,,,,-0.0433653,-0.0160113,-3.0166,-872.667,-684.588,50.5066
1269,0,,,,,,,-0.0474526,-0.012185,-3.01847,-872.672,-684.375,50.3637
1270,0,,,,,,,-0.0467694,-0.0107404,-3.01825,-872.653,-684.302,50.2229
1271,0,,,,,,,-0.0447916,-0.0143862,-3.01829,-872.67,-684.28,50.3364
1272,0,,,,,,,-0.0399911,-0.0186051,-3.01948,-872.677,-684.426,50.5648
1273,0,,,,,,,-0.0363191,-0.019911,-3.02052,-872.645,-684.563,50.7667
1274,0,,,,,,,-0.0381839,-0.0189278,-3.02079,-872.66,-684.552,50.8359
1275,0,,,,,,,-0.0382051,-0.0207803,-3.0189,-872.7,-684.43,50.5912
1276,0,,,,,,,-0.0417,-0.0171541,-3.01847,-872.747,-684.283,50.4066
1277,0,,,,,,,-0.0401802,-0.0183911,-3.01929,-872.72,-684.391,50.3922
1278,0,,,,,,,-0.0389994,-0.0205759,-3.01969,-872.698,-684.609,50.6049
1279,0,,,,,,,-0.0364933,-0.0205511,-3.02028,-872.66,-684.729,50.7389
1280,0,,,,,,,-0.039178,-0.0181112,-3.01924,-872.667,-684.685,50.6794
1281,0,,,,,,,-0.0446094,-0.0125814,-3.01889,-872.681,-684.407,50.4618
1282,0,,,,,,,-0.0487201,-0.0117231,-3.01844,-872.708,-684.231,50.2971
1283,0,,,,,,,-0.0475036,-0.0112431,-3.01903,-872.68,-684.223,50.3441
1284,0,,,,,,,-0.0411898,-0.0172792,-3.01916,-872.651,-684.45,50.6358
1285,0,,,,,,,-0.0395124,-0.0179697,-3.01998,-872.614,-684.673,50.9184
1286,0,,,,,,,-0.0415303,-0.0154139,-3.02064,-872.621,-684.686,50.9916
1287,0,,,,,,,-0.0470919,-0.0107983,-3.01968,-872.687,-684.588,50.8633
1288,0,,,,,,,-0.054166,-0.00388772,-3.02001,-872.667,-684.492,50.7508
1289,0,,,,,,,-0.0554212,0.000602065,-3.01915,-872.679,-684.437,50.539
1290,0,,,,,,,-0.0584349,0.00211952,-3.0195,-872.665,-684.488,50.6366
1291,0,,,,,,,-0.0583985,0.0026228,-3.01767,-872.573,-684.784,50.7286
1292,0,,,,,,,-0.0585391,0.00145149,-3.01969,-872.612,-684.75,50.857
1293,0,,,,,,,-0.0605105,0.00294728,-3.02047,-872.584,-684.663,50.8133
1294,0,,,,,,,-0.0415378,-0.0171912,-3.01849,-872.65,-684.368,50.4077
1295,0,,,,,,,-0.0453597,-0.0150857,-3.0188,-872.716,-684.248,50.3845
1296,0,,,,,,,-0.0441749,-0.0166694,-3.01899,-872.706,-684.29,50.4955
1297,0,,,,,,,-0.0381702,-0.0218325,-3.01967,-872.678,-684.477,50.6644
1298,0,,,,,,,-0.0377392,-0.0216357,-3.02009,-872.707,-684.539,50.7922
1299,0,,,,,,,-0.0368582,-0.0221623,-3.01944,-872.705,-684.652,50.77
1300,0,,,,,,,-0.0404063,-0.0188896,-3.01984,-872.727,-684.578,50.6074
1301,0,,,,,,,-0.0460801,-0.0132137,-3.01948,-872.726,-684.423,50.4192
1302,0,,,,,,,-0.047112,-0.0119206,-3.01909,-872.75,-684.337,50.3335
1303,0,,,,,,,-0.0486573,-0.0108618,-3.01897,-872.699,-684.448,50.4236
1304,0,,,,,,,-0.0437128,-0.0182559,-3.01855,-872.675,-684.569,50.5443
1305,0,,,,,,,-0.0406015,-0.0206206,-3.01831,-872.661,-684.591,50.6271
1306,0,,,,,,,-0.0405042,-0.0194386,-3.0191,-872.669,-684.454,50.5952
1307,0,,,,,,,-0.0401872,-0.0229306,-3.01896,-872.714,-684.386,50.6056
1308,0,,,,,,,-0.041892,-0.0203623,-3.01884,-872.659,-684.412,50.6721
1309,0,,,,,,,-0.0395997,-0.0221049,-3.01913,-872.664,-684.402,50.6954
1310,0,,,,,,,-0.0423932,-0.021753,-3.01854,-872.69,-684.442,50.73
1311,0,,,,,,,-0.043512,-0.0209921,-3.01931,-872.687,-684.49,50.7317
1312,0,,,,,,,-0.0437657,-0.022046,-3.01908,-872.692,-684.514,50.7739
1313,0,,,,,,,-0.0393473,-0.0187153,-3.01951,-872.704,-684.535,50.5932
1314,0,,,,,,,-0.0442089,-0.0149654,-3.01959,-872.697,-684.485,50.5725
1315,0,,,,,,,-0.0440307,-0.0141319,-3.01906,-872.72,-684.358,50.4588
1316,0,,,,,,,-0.0432153,-0.015782,-3.01877,-872.701,-684.398,50.432
1317,0,,,,,,,-0.0421026,-0.0168525,-3.01869,-872.67,-684.386,50.4694
1318,0,,,,,,,-0.0405891,-0.0167094,-3.01755,-872.639,-684.572,50.5533
1319,0,,,,,,,-0.0387037,-0.0192021,-3.02006,-872.663,-684.474,50.6992
1320,0,,,,,,,-0.0382326,-0.0200523,-3.01983,-872.652,-684.473,50.7043
1321,0,,,,,,,-0.0409267,-0.0178817,-3.01996,-872.729,-684.413,50.65
1322,0,,,,,,,-0.0388214,-0.0207637,-3.01955,-872.712,-684.423,50.6595
1323,0,,,,,,,-0.0396038,-0.0195207,-3.01967,-872.702,-684.508,50.6684
1324,0,,,,,,,-0.0398813,-0.0180679,-3.01887,-872.669,-684.631,50.6697
1325,0,,,,,,,-0.0371985,-0.0221219,-3.01919,-872.662,-684.649,50.5766
1326,0,,,,,,,-0.0426602,-0.0176178,-3.01871,-872.652,-684.517,50.5122
1327,0,,,,,,,-0.0477649,-0.0129032,-3.01834,-872.718,-684.378,50.4227
1328,0,,,,,,,-0.0470986,-0.013121,-3.01858,-872.656,-684.322,50.4178
1329,0,,,,,,,-0.0439699,-0.0138081,-3.01875,-872.697,-684.404,50.4561
1330,0,,,,,,,-0.0412778,-0.0154564,-3.0194,-872.698,-684.449,50.5934
1331,0,,,,,,,-0.0386121,-0.0188573,-3.02058,-872.668,-684.483,50.7206
1332,0,,,,,,,-0.0421275,-0.0158922,-3.02011,-872.697,-684.437,50.7075
1333,0,,,,,,,-0.0472488,-0.0105363,-3.01958,-872.744,-684.368,50.6178
1334,0,,,,,,,-0.0529189,-0.00602901,-3.02013,-872.727,-684.388,50.6561
1335,0,,,,,,,-0.0541148,-0.0039374,-3.01958,-872.686,-684.472,50.6221
1336,0,,,,,,,-0.0557497,-0.00283474,-3.01982,-872.698,-684.587,50.7173
1337,0,,,,,,,-0.0553534,-0.00302845,-3.02042,-872.656,-684.663,50.7469
1338,0,,,,,,,-0.0573795,0.00139355,-3.02024,-872.641,-684.669,50.7071
1339,0,,,,,,,-0.0630747,0.00423031,-3.01972,-872.623,-684.587,50.6882
1340,0,,,,,,,-0.0651356,0.00714815,-3.01728,-872.557,-684.604,50.6084
1341,0,,,,,,,-0.0615547,0.00414256,-3.02032,-872.614,-684.484,50.6913
1342,0,,,,,,,-0.0588646,0.00222175,-3.02084,-872.579,-684.57,50.8772
1343,0,,,,,,,-0.0582568,0.00324822,-3.02146,-872.593,-684.63,50.983
1344,0,,,,,,,-0.0560631,-0.00194805,-3.02087,-872.601,-684.655,51.0192
1345,0,,,,,,,-0.0590332,0.00222888,-3.02049,-872.638,-684.698,50.9906
1346,0,,,,,,,-0.0387468,-0.0215819,-3.01921,-872.732,-684.514,50.6655
1347,0,,,,,,,-0.0399855,-0.0181799,-3.0196,-872.688,-684.536,50.5684
1348,0,,,,,,,-0.0422402,-0.0175929,-3.01699,-872.672,-684.659,50.4998
1349,0,,,,,,,-0.0427017,-0.0164107,-3.01907,-872.683,-684.537,50.482
1350,0,,,,,,,-0.0411705,-0.0180096,-3.01896,-872.649,-684.539,50.5387
1351,0,,,,,,,-0.0387849,-0.0197138,-3.01903,-872.658,-684.547,50.5176
1352,0,,,,,,,-0.0434186,-0.0144591,-3.0195,-872.687,-684.445,50.5476
1353,0,,,,,,,-0.042983,-0.0164108,-3.01918,-872.69,-684.363,50.5444
1354,0,,,,,,,-0.0431584,-0.016201,-3.01959,-872.713,-684.336,50.5585
1355,0,,,,,,,-0.0419666,-0.016976,-3.01907,-872.689,-684.387,50.6289
1356,0,,,,,,,-0.0428105,-0.0143917,-3.01981,-872.668,-684.494,50.6763
1357,0,,,,,,,-0.0463832,-0.0104574,-3.01971,-872.684,-684.523,50.7421
1358,0,,,,,,,-0.0530106,-0.00587492,-3.0205,-872.688,-684.561,50.6753
1359,0,,,,,,,-0.0566254,-0.00166644,-3.02009,-872.69,-684.539,50.5533
1360,0,,,,,,,-0.059136,0.00115416,-3.0198,-872.675,-684.467,50.5199
1361,0,,,,,,,-0.059247,0.000367071,-3.01926,-872.659,-684.462,50.5308
1362,0,,,,,,,-0.0602595,0.00379509,-3.01957,-872.587,-684.542,50.5869
1363,0,,,,,,,-0.0600914,0.00373399,-3.02001,-872.581,-684.548,50.6224
1364,0,,,,,,,-0.0589757,0.00128738,-3.02038,-872.596,-684.57,50.7293
1365,0,,,,,,,-0.0595989,0.00234354,-3.02099,-872.585,-684.592,50.8792
1366,0,,,,,,,-0.0577553,0.00131374,-3.02053,-872.582,-684.631,50.9334
1367,0,,,,,,,-0.0589874,0.00126164,-3.02134,-872.615,-684.559,50.8656
1368,0,,,,,,,-0.0616418,0.00519236,-3.01879,-872.6,-684.667,50.7999
1369,0,,,,,,,-0.0596282,0.00252412,-3.01825,-872.576,-684.746,50.7973
1370,0,,,,,,,-0.0591844,0.000184904,-3.0208,-872.589,-684.758,50.9472
1371,0,,,,,,,-0.0614477,0.000736988,-3.0214,-872.548,-684.811,51.0061
1372,0,,,,,,,-0.0599146,-0.000300297,-3.02036,-872.562,-684.705,50.9027
1373,0,,,,,,,-0.0642088,0.00351005,-3.01813,-872.546,-684.653,50.7712
1374,0,,,,,,,-0.0667479,0.00637532,-3.01914,-872.582,-684.439,50.6623
1375,0,,,,,,,-0.0652623,0.00155737,-3.01854,-872.564,-684.489,50.8112
1376,0,,,,,,,-0.0440401,-0.0221386,-3.01923,-872.639,-684.442,50.8363
1377,0,,,,,,,-0.0384051,-0.0258197,-3.01886,-872.641,-684.474,50.8885
1378,0,,,,,,,-0.0413515,-0.0250755,-3.01936,-872.621,-684.443,50.8402
1379,0,,,,,,,-0.0439601,-0.0233247,-3.01791,-872.646,-684.314,50.665
1380,0,,,,,,,-0.0425452,-0.0167469,-3.01883,-872.737,-684.314,50.4389
1381,0,,,,,,,-0.0434071,-0.0165822,-3.01802,-872.685,-684.525,50.5055
1382,0,,,,,,,-0.0388895,-0.0201771,-3.01959,-872.703,-684.587,50.6405
1383,0,,,,,,,-0.0392481,-0.0215874,-3.01934,-872.699,-684.614,50.6939
1384,0,,,,,,,-0.0455822,-0.0149663,-3.01937,-872.696,-684.495,50.5504
1385,0,,,,,,,-0.0460858,-0.0131679,-3.01838,-872.701,-684.319,50.2864
1386,0,,,,,,,-0.0471516,-0.0129593,-3.0183,-872.696,-684.214,50.2023
1387,0,,,,,,,-0.0440995,-0.0149934,-3.01879,-872.681,-684.292,50.3813
1388,0,,,,,,,-0.0384705,-0.0214034,-3.01961,-872.66,-684.421,50.6618
1389,0,,,,,,,-0.0340522,-0.0245493,-3.01984,-872.674,-684.536,50.7619
1390,0,,,,,,,-0.0365735,-0.0224978,-3.02018,-872.71,-684.47,50.7524
1391,0,,,,,,,-0.0407161,-0.0185646,-3.02007,-872.656,-684.491,50.5944
1392,0,,,,,,,-0.0401721,-0.020288,-3.01879,-872.749,-684.26,50.5111
1393,0,,,,,,,-0.0432788,-0.0167389,-3.01809,-872.747,-684.302,50.4505
1394,0,,,,,,,-0.0424661,-0.0160999,-3.01905,-872.722,-684.435,50.5829
1395,0,,,,,,,-0.0389432,-0.019332,-3.01913,-872.708,-684.537,50.6345
1396,0,,,,,,,-0.0401658,-0.0186238,-3.01911,-872.699,-684.569,50.6826
1397,0,,,,,,,-0.0440175,-0.0159253,-3.01886,-872.699,-684.47,50.6041
1398,0,,,,,,,-0.0501639,-0.00593554,-3.01864,-872.611,-684.498,50.4835
1399,0,,,,,,,-0.0525593,-0.00540951,-3.01975,-872.621,-684.382,50.5237
1400,0,,,,,,,-0.0511066,-0.00598195,-3.01926,-872.604,-684.497,50.7012
1401,0,,,,,,,-0.0368419,-0.0217496,-3.02005,-872.636,-684.552,50.7908
1402,0,,,,,,,-0.0356959,-0.0213686,-3.01971,-872.66,-684.668,50.8198
1403,0,,,,,,,-0.0396677,-0.0186947,-3.02064,-872.696,-684.619,50.7732
1404,0,,,,,,,-0.044129,-0.0152362,-3.01953,-872.705,-684.481,50.5668
1405,0,,,,,,,-0.0454779,-0.0142595,-3.01964,-872.731,-684.363,50.3805
1406,0,,,,,,,-0.0458219,-0.0135785,-3.01878,-872.696,-684.41,50.3877
1407,0,,,,,,,-0.0426805,-0.0164857,-3.01872,-872.698,-684.489,50.5026
1408,0,,,,,,,-0.0404536,-0.0203738,-3.0193,-872.688,-684.58,50.6057
1409,0,,,,,,,-0.0396628,-0.0204215,-3.01922,-872.673,-684.573,50.5953
1410,0,,,,,,,-0.0389672,-0.0195871,-3.01925,-872.688,-684.45,50.5422
1411,0,,,,,,,-0.0408442,-0.0183338,-3.01746,-872.671,-684.49,50.5253
1412,0,,,,,,,-0.0403325,-0.0186792,-3.0195,-872.755,-684.335,50.5372
1413,0,,,,,,,-0.0418476,-0.0178799,-3.0194,-872.736,-684.359,50.604
1414,0,,,,,,,-0.0404829,-0.017242,-3.01944,-872.73,-684.446,50.6198
1415,0,,,,,,,-0.0399687,-0.0180755,-3.01978,-872.71,-684.545,50.6826
1416,0,,,,,,,-0.0397157,-0.0199635,-3.01956,-872.696,-684.648,50.6631
1417,0,,,,,,,-0.0402694,-0.0191996,-3.01921,-872.749,-684.556,50.5397
1418,0,,,,,,,-0.0446099,-0.016745,-3.01848,-872.709,-684.512,50.4539
1419,0,,,,,,,-0.043868,-0.0155172,-3.01903,-872.712,-684.433,50.394
1420,0,,,,,,,-0.0449766,-0.0167983,-3.01849,-872.733,-684.413,50.4044
1421,0,,,,,,,-0.0417725,-0.0175898,-3.01899,-872.697,-684.442,50.5001
1422,0,,,,,,,-0.0372985,-0.0243536,-3.0191,-872.717,-684.467,50.6638
1423,0,,,,,,,-0.039534,-0.0196428,-3.02012,-872.569,-684.712,50.6546
1424,0,,,,,,,-0.0369783,-0.0231858,-3.0198,-872.711,-684.426,50.7017
1425,0,,,,,,,-0.0374414,-0.0225044,-3.01873,-872.749,-684.28,50.5086
1426,0,,,,,,,-0.0441816,-0.0159999,-3.01898,-872.74,-684.376,50.4677
1427,0,,,,,,,-0.0420624,-0.0159032,-3.01757,-872.667,-684.576,50.4822
1428,0,,,,,,,-0.0394184,-0.018928,-3.02028,-872.695,-684.638,50.6467
1429,0,,,,,,,-0.0402627,-0.0171453,-3.01985,-872.664,-684.706,50.7354
1430,0,,,,,,,-0.0446973,-0.0143719,-3.02019,-872.685,-684.634,50.6961
1431,0,,,,,,,-0.0425705,-0.0164878,-3.01934,-872.725,-684.428,50.4797
1432,0,,,,,,,-0.0447267,-0.015681,-3.01917,-872.723,-684.351,50.4016
1433,0,,,,,,,-0.0412614,-0.0173672,-3.01896,-872.702,-684.394,50.4764
1434,0,,,,,,,-0.0377508,-0.0197704,-3.01884,-872.656,-684.553,50.6199
1435,0,,,,,,,-0.0374069,-0.0207528,-3.0193,-872.661,-684.568,50.7604
1436,0,,,,,,,-0.0384177,-0.0222564,-3.01948,-872.697,-684.485,50.6818
1437,0,,,,,,,-0.0413527,-0.0178619,-3.01913,-872.719,-684.369,50.5474
1438,0,,,,,,,-0.0437877,-0.0146202,-3.01904,-872.699,-684.381,50.4863
1439,0,,,,,,,-0.0405588,-0.018386,-3.0195,-872.72,-684.414,50.5258
1440,0,,,,,,,-0.039477,-0.0189706,-3.02031,-872.714,-684.571,50.6548
1441,0,,,,,,,-0.0365553,-0.0222264,-3.01911,-872.688,-684.672,50.7031
1442,0,,,,,,,-0.0406106,-0.01755,-3.01901,-872.711,-684.595,50.5985
1443,0,,,,,,,-0.0428032,-0.0165743,-3.0187,-872.705,-684.372,50.4044
1444,0,,,,,,,-0.0475673,-0.0116629,-3.0186,-872.714,-684.278,50.2879
1445,0,,,,,,,-0.0455591,-0.0147868,-3.01837,-872.695,-684.296,50.3532
1446,0,,,,,,,-0.0402889,-0.0178786,-3.01899,-872.673,-684.406,50.5114
1447,0,,,,,,,-0.0393441,-0.0200593,-3.02012,-872.68,-684.597,50.7603
1448,0,,,,,,,-0.0371049,-0.0214677,-3.02047,-872.689,-684.599,50.8088
1449,0,,,,,,,-0.03548,-0.023484,-3.01964,-872.724,-684.501,50.6667
1450,0,,,,,,,-0.0412294,-0.0165423,-3.01964,-872.718,-684.485,50.546
1451,0,,,,,,,-0.0443188,-0.015892,-3.01895,-872.727,-684.466,50.4613
1452,0,,,,,,,-0.0433787,-0.0162991,-3.01921,-872.718,-684.471,50.4791
1453,0,,,,,,,-0.0417019,-0.0167223,-3.01995,-872.684,-684.565,50.552
1454,0,,,,,,,-0.0385093,-0.0189969,-3.01897,-872.661,-684.635,50.6173
